template_name,template_language,tool,smell_type,element_name
template_13835_stack-ecs-cluster.yaml,cloudformation,checkov,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,cfn-lint,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,trivy,,
